IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n70;53;53;255;['zemesrieksti', 'zemesrieksti', 'saulespuķu eļļa', 'sāls', 'rozīnes', 'rozīnes', 'saulespuķu eļļa', 'indijas rieksti', 'indijas rieksti', 'saulespuķu eļļa', 'jūras sāls', 'medū grauzdēti zemesrieksti', 'zemesrieksti', 'cukurs', 'medus', 'saulespuķu eļļa', 'zemesriekstu eļļa', 'sāls', 'kartupeļu ciete', 'maltodekstrīns', 'biezinātājs', 'ksantāna sveķi', 'čili rieksti', 'zemesrieksti', 'kartupeļu ciete', 'rapšu eļļa', 'jauktas garšvielas', 'sāls', 'kartupeļu ciete', 'cukurs', 'paprikas pulveris', 'kajennas pipari', 'rauga ekstrakts', 'kumīns', 'čili piparu pulveris', 'ķiploku pulveris', 'tomātu pulveris', 'skābe', 'citronskābe', 'garšvielu ekstrakts', 'paprikas', 'kumīna', 'aromatizētājs', 'sīpolu pulveris', 'melnie pipari', 'modificēta ciete', 'cukurs', 'sāls', 'maltodekstrīns', 'irdinātājs', 'nātrija karbonāts', 'krāsviela', 'paprikas ekstrakts'];[': zemesrieksti {30%} {zemesrieksti {95%}, saules , ī\n\nvastavdajas: 1} zemes! „ saulespuķu eļļa, sāls {1,1%}, rozīnes {20%\n\n{995%}, saulespuķu ela}, indijas rieksti {20%} indijas rieksti oti mm uz bijam enerģētiskā vērība ey veras 28\ngrauzdēti zemesrieksti {20%} zemesrieksti {83%}, cukurs, medus {5%}, saulespuķu eļļa zemesriekstu eļļa, hehhocn {kj katas ē\nsāls, kartupeļu ciete, maltodekstrīns, biezinātājs {ksantāna sveķi}, čili rieksti {10%} izemesrieksti {56%},\n\nkartupeļu ciete, rapšu eļļa, jauktas garšvielas {4%} {sāls, kartupeļu ciete, cukurs, paprikas pulveris, kajennas\n\npipari, rauga ekstrakts, kumins, či\n\ntauki/ fat/ kupsi gu |\n\nl piparu pulveris, ķiploku pulveris, tomātu pulveris, skābe leitronskābe} tostarp piesātināts 01 a\nšvielu ekst i i izētājs, si is. melnie pipariļi madifcēta ci \' ofwhich saturates bim mo\n\ngaršvielu ekstrakts {paprikas, kumīna}, aromatīzētajs, sīpolu pulveris, melnie pipari}, modificēta ciete, cukurs, xmphbie kvcmotanpi\n\nsals, maltodekstrins, irdinātājs {nātrija karbonāts}, krāsviela {paprikas ekstrakts} var. ražots dānijā. zemesriekstu izcelsme. ogļhidrāti/ carbohyarstel yremh*\ntostarp cukuri/ of which sue"\n\ndalinas. brīdinājums: mazi bērni var aizrīt\nen mu of roasted, salted, flavoured nuts and raisins b8 tom uwcre caxapa {g\n| ļ oil, salt {11%}, ralsns {20%} lraisins {99,5%} , benu gr\nnusduts peanuts {30%} ipeanuts 9 a siem aarfonet oil sea sal}, honey roasted peanuts {20%} patur protein/\nower ai}, cashew nuts {20%} icashew 1 staro? maltodextrin, thiekener lrartan — sāts/salt/comb{9/}\n\nimeanuts 83} 5 9} cunfiower oil peamut ola r a ri {se} {sal potato stareh, suga\nsunar honey {0 kļs ņi eseed oil, spice m " - powder, god {otrie uzglabāšana: sausā, vēsā vietā.\n\ntur}, er nuts {10 6%}, potato sro} šu"\nģ 0 ī , j lie .\nme pepper, veda sa am node, bla re a enntain traces of other nuts. xpakmītb: b cyx0m, npox/naghom\n\naaa otdba a tā\n\na n\n\n\n'];2;1;['medū grauzdēti zemesrieksti', 'medus'];['medus'];1;1;0;['medus'];['medū grauzdēti zemesrieksti'];[]
n71;26;26;245;['cukurs', 'kviešu milti', 'palmu eļļa', 'šī eļļa', 'rapšu eļļa', 'vājpiena pulveris', 'kakao pulveris ar samazinātu tauku saturu', 'kviešu ciete', 'sūkalu pulveris', 'no piena', 'laktoze', 'no piena', 'glikozes', 'fruktozes sīrups', 'piena tauki', 'emulgatori', 'sojas lecitīni', 'e492', 'irdinātāji', 'amonija karbonāti', 'kālija karbonāti', 'nātrija karbonāti', 'pārtikas sāls', 'skābuma regulētājs', 'nātrija hidroksīds', 'aromatizētāji'];[':\n—_— 13 m\npes a,\n\nlja "opos ="\n\npewunijeņ\nuhdtiw\n\n7 :uayeyn7\n\nd»\n\ndd\n\n=s\nes\n2\nm\n<e\n\n, vje eļļa,\n\n»1?? 1. >? - . . -— a ,\nlikozes-\'ruktozes sīrups, piena tauki, emulgatori {sojas iecitīni, e492}, irdinātāji {amonija karbonāti, kālija karbonāti, nātrija karbonāti}, pārtikas sāls\nskābum? i dusēii {nātrija hidroksīds}, aromatizēt d 4 y\neev - glasuuri {43%} ja vaniljemaitselise taidisega {19%} kakaokupsised {38%}. koostisosad: suhkur, nisujahu pikaps vetseemnikuēli,\nraps: oss pulber {piimast}, vāhendatud at at kakaopulber {2,6%}, nisutārklis, vadakupulber {piimast}, laktoos | iimast},\nglūko ruktoosisiirup, pilmarasv, emulgaatorid {soja\nnaatrit > srbonaadid}, s00l, happesuse regūlaator {naatriumhūdroksiid}, lohna- ja maitseained.\n\nmaistingumas / uzturvērtība / toitumisalane teave\n\nonaadid,\n\nenergoine vērtē / enerdētiskā vērtība / energiasisaldu\nriebalai / tauki / rasvad\niš kuriu sočiuju riebalu rūgščiu / tostarp piesātinātās\ntaukskābes / millest kūullastunud rasvhapped\n\nangliavandeniai / oalhidrāti / sūsivesikud\n{skaidulinēs medžiagos / šķiedrvielas / kiudained — {|18g {04\nbaltymai / olbaltumvielas / valgud 49 tt a a m a aaa\ndruska / sāls / sool 4a {ga 1 i a\n\nlt "referencinis vidutinio suaugusio asmens vartojimo t n st / ž kcal}. lv *leteicamā deva vidusmēra pieaugušajam {e2400 kj vai\n\n2000 kcal}. ee **keskmise taiskasvanu vērdluskogus {84 ca}. : m j : ā\n= ini š iniu./ 20,5 g = 1 cepums. iepakojumā 12 cepumi./ 20,5 g = 1 kūpsis. pakis 12 kūpsist.\n\nd5 ez! sasans pas ee esindaja uab -monde ez baltie", taikos pr. 88, {t-51182 kaunas, lietuva ieediņi lt nem. inf. tel. 8 800 e16323.\n\ninf. tā 667 1770. ? nā šā i n\ntt : etern die mas vote iki: žiūrēti data ant pakuotēs šono. lt laikyti sausoje vietoje. saugoti nuo karščio.\n\nms r s ea za r pm ku ia = dē\n\n\n'];6;1;['vājpiena pulveris', 'sūkalu pulveris', 'no PIENA', 'laktoze', 'no PIENA', 'piena tauki'];['piena tauki'];1;5;0;['piena tauki'];['vājpiena pulveris', 'sūkalu pulveris', 'no PIENA', 'laktoze', 'no PIENA'];[]
n72;24;24;247;['cukurs', 'kviešu milti', 'palmu eļļa', 'šī eļļa', 'rapšu eļļa', 'kakao pulveris ar samazinātu tauku saturu', 'vājpiena pulveris', 'kviešu ciete', 'laktoze', 'no piena', 'glikozes', 'fruktozes sīrups', 'emulgatori', 'sojas lecitīni', 'e492', 'e476', 'irdinātāji', 'amonija karbonāti', 'kālija karbonāti', 'nātrija karbonāti', 'sāls', 'skābuma regulētājs', 'nātrija hidroksīds', 'aromatizētāji'];[': cukurs, kviešu\nmilti, palmu eļļa, šī eļļa, rapšu eļļa, kakao pulveris ar samazinātu tauku\nsaturu {4,8%}, vajpiena pulveris, kviešu ciete, laktoze {no piena},\nglikozes-fruktozes sīrups, emulgatori {sojas liecitīni, e492, e476},\nrdinātāji {amonija karbonāti, kālija karbonāti, nātrija karbonāti}, sāls,\nskābuma regulētājs {nātrija hidroksīds}, aromatizētāji.\n\nee kakaoglasuuri {43%} ja vaniljemaitselise taidisega {19%}\nkakaokupsised {38%}. koostisosad: suhkur, nisujahu, palmiāli,\nvēilseemnikuēli, rapsiēli, vāhendatud rasvasisaldusega kakaopulber\n{48%}, lēssipulber {piimast}, nisutārklis, laktoos {pinmast},\nglūkoosi-fruktoosisiirup, emulgaatorid {sojaletsitiinid, e492, e476},\nķergitusained {ammooniumkarbonaadid, kaaliumkarbonaadid, naatriumkar-\nbonaadid}, sool, happesuse regulaator {naatriumhūdroksiid}, lēhna- ja\nmaitseained.\n\n14}\nt www.cocoalife.org vaļi}\n\npap\n\nmaistingumas/ uzturvērtība/ toitumisalane teave\n\ni aj\n\nenerginē vertē / enerģētiskā vērtība / 22194j/ |455ij/\nenergiasisaldus\n\nriebalai / tauki / rasvad\n\niš kuriy sočiuju riebalu rūgščiu /\ntostarp piesātinātās taukskābes /\nmillest kūullastunud rasvhapped\nangliavandeniai / ogļhidrāti / sūsivesikud\niš kuriy cukry / tostarp cukuri / millest suhkrud\nskaidulinēs medžiagos / šķiedrvielas / kiudained\nbaltymai / olbaltumvielas / valgud\ndruska / sāls / $ool\n\nlt **referencinis vidutinio suaugusio asmens vartojimo kiekis {e2400 kj / 2000\nkcal}. lv **leteicamā deva vidusmēra pieaugušajam {e2400 kj vai 2000 kcal}.\nee **keskmise tāiskasvanu vērdluskogus {e2400 kj/ 2000 kcal}.\n\nlt 20,5 g = 1 sausainis. saga a! ž .: g = 1 cepums.\niepakojumā 12 cepumi. ee 20,5 g = 1 kūpsis. fakls 12 kupsis u\n\nlt atstovas / lv pārstāvis / ee esindaja uab „mondelez baltic , šie pi. -\n1t-51182 kaunas, lietuva {leedu}. lt nem. inf. tel. 8 800 e16323. lv bezm. ini.\n\ntālr. 80002232. ee tel. 667 1770. ee kakaoglasuuriga\n\nlt * padengti kakaviniu glaistu / lv * pārklāti ar kakao glazūru/ —\nlt cēria jā iki: žiūrēti data ant pakuotēs šono. lv ieteicams līdz: skatīt datum\nuz pakas malas. ee parim enne: va\n\ntie iluticaticnie vietoi\n\n\n'];3;2;['vājpiena pulveris', 'laktoze', 'no PIENA'];['laktoze', 'piena'];2;1;0;['laktoze', 'piena'];['no PIENA'];[]
n73;21;21;274;['kviešu milti', 'pildījumu ar šokolādes garšu', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'emulgators', 'e322', 'aromatizētājs', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'putu dzēsējs', 'e500ii', 'e503ii', 'saldo sūkalu pulveris', 'no piena', 'sāls', 'glikozes un fruktozes sīrups', 'aromatizētājs', 'emulgators', 'e322'];[': kviešu milti, pildījumu ar šokolādes garšu {cukurs, palmu tauki, attaukots kakao pulveris 18,8%, emulgators: e322,\n\nm aromatizētājs}, cukurs, palmu tauki, attaukots kakao pulveris 7,7%, putu dzēsējs: e500ii, e503ii, saldo sūkalu pulveris {no piena}, sāls, glikozes un\njā fruktozes sīrups, aromatizētājs, emulgators: e322. var. ražots es. kakao no ārpus es. glabāt sausā un no sasilšanas\n4 pasargātā vietā. ieteicams līdz: skatīt uzdruku uz sāniem. {ee} kakaosisaldusega kipsised šokolaadimaitselise taidisega {25%}. koostisosad:\na nisujahu, aromatiseeritud šokolaadikreem {suhkur, palmi rasv, vāherasvane kakaopulber 18,8%, emulgaator: e322, lēhna- ja maitseained}, suhkur,\n\npalmi rasv, vāherasvane kakaopulber 7,7%, kergitusained: e500ii, e503ii, magus vadakupulber {piimast}, sool, raccolta differenziata\n\nglūkoosi-fruktoosisiirup, lēhna- ja maitseained, emulgaator: e322. toode vēib incarto\nsisaldada pāhkleid, sojat ja sulfitid. toodetud - 1 7 6 scatola | sngolo\ng carta plastica\n\nel. kakao muu kui el. hoida kuivas ja jahedas.\nparim enne: vaadake pakendi kūljelt. pipal 5\n{4x44 g verifica le disposizioni\n\ndel tuo comune\n\nzollweg 1,6841 māder gg\ngunne austria - www.gunz.cc š\n\numa\n\ndurchschnittliche nāhrwerte je: /\nmedi per: / gemiddelde voedingswaar\nvyzivovē hodnoty ve: / genomsnittligt\npriemernē nutričnē hodnoty na: / ke\nodžywcze w: / mēon glarpopikr a\nuzturvērtības uz: / keskmine toitevāārti\nenergie / energie / energia / energie /f\nvaloare energeticā / energia / energia /|\nenerginē vertē / enerģētiskā vērtība / en\nfett / matieres grasses / grassi / vetten /\n/ mnapā / riebalai / tauki / rasvad:\ndavon gesāttigte fettsāuren / dont\nwaarvan verzadigde vetzuren / of whic\nvarav māttat fett / din care acizi grasi sa\ntyydyttynyttā / w tym kwasy tluszczowe\nsočivju riebaly rūgščiu / tostarp piesātin\nrasvhapped:\nkohlenhydrate / glucides / carboidrati\nkolhydrat / glucide / sacharidy / hiilihy\nangliavandeniai / ogļhidrāti / sūsivesikud:\ndavon zucker / dont sucres / di cui zucch\ntoho cukry / varav sockerarter / din care za\ncukry / €k twv omoiwv žākyapa /iš kuri cl\neiweib / protēines / proteine / eiwitten /\nbielkoviny / proteiini / biatko / ipwreīveo / bc\n\nsalz / sel / sale / zout / salt / sūl / salt / sare/ 5\n\n'];2;2;['saldo sūkalu pulveris', 'no piena'];['sūkalu pulveris', 'piena'];2;0;0;['sūkalu pulveris', 'piena'];[];[]
n74;9;9;112;['cukurs', 'rapšu eļļa', 'maltodekstrīns', 'palmu eļļa', 'pilnpiena pulveris', 'kokosriekstu pārslas', 'emulgators', 'lecitīni', 'sāls'];['eip\n\nueugo\nuajeuos\ne6nw3\njamonz\n\nsl3}sapulm\nnoy:3prujjoa\n\n5\n— d\nī ar kokosriekstu\nskaidiņām 200gr. cukurs, rapšu eļļa,\nmaltodekstrīns, palmu eļļa, pilnpiena pulveris\n{9%}, kokosriekstu pārslas {6%}, emulgators\n| iecitīni, sāls uzglabāt vēsā, sausā vietā\n neatdzesēt un nesasaidēt pēc atvēršanas\n: izlietot 8 nedēļu laikā. piemērots veģetāriešiem\n| ieteicams līdz: skat.uz vāka. uzturvērtība\n1 100g produkta: enerģetiskā vērtība {kj/kcal}\n4 2448kj/588cal, tauki 40g tai skaitā piesātinātās\n$ taukskābes 13g, ogļhlarāti 55g, tai skaitā\n* cukurs 42g, proteīns 2,8g, sāls 0,13g ražots\n\n* eu . izplatītājs latvijā sia "ccf baltija",\npiedrujas iela 22 rīga, latvija, lv-1073\n\n19! š\n96: jauna,\n\nuejiepein\na\n\nyoņ\n}\n\niva vw} viņu vyvijzup}}\nhu dwouidu2, v k\n\n218090y\n\nje r\nd\n—\nn m\no\npf\n_\n=.\n0}\n\nur v |\nujads\n\n\n'];1;1;['pilnpiena pulveris'];['pilnpiena pulveris'];1;0;0;['pilnpiena pulveris'];[];[]
n75;9;9;59;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'kviešu milti', 'saulespuķu sēklas', 'kefīrs', 'pārtikas sāls'];[': auzu pārslas pilngraudu 38% augu eļļa {kokosriekstu,\nsmii cukurs, kviešu milti, saulespuķu sēklas 12%, kefīrs, pārtikas sāls.\n\nprodukts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu,\ncitu riekstu, olu, sezama sēklu} ietekmi.\ninformācija 100 g produkta viena porcia  *vienā\npar uzturvērtību satur =13g" — porcijā %\nenerģētiskā 240 281 3%\nvērtība 517 kcal 67 kcal\n\n28 g 3} g 9%\n\n809 lg 4\n54 g 10g ja\n\n\n'];1;2;['kefīrs'];['kefīrs', 'olu'];1;0;1;['kefīrs'];[];['olu']
n76;9;9;66;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'rozīnes', 'kviešu milti', 'kefīrs', 'pārtikas sāls'];['neto\n\n300g\n\nauzu parslu cepumi ar rozīnem\n\nsastūvdaļas: auzu pārslas pilngraudu 40 %, augu eļļa {kokosriekstu,\nka cb rozīnes 14%, kviešu milti, kefīrs, pārtikas sāls.\nprodukts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu,\ncitu riekstu, olu, sezama sēklu} ietekmi. —\n\ninformācija —-- 100g produkta viena porcja vienā\npar uzturvērtību satur =13g — porcijā%\nenerģētiskā e14124} 2021 3%\nvērtība ? 481 kcal 63 kcal\n\ntauki „ 2g 2,8 g 4%\ntostarp piesātinātās\n\ntaukskābes am 10g 5%\n\n\n'];1;2;['kefīrs'];['kefīrs', 'olu'];1;0;1;['kefīrs'];[];['olu']
n77;12;12;111;['auzu pārslas pilngraudu', 'cukurs', 'ogas cukurotas', 'mellenes', 'avenes', 'pilngraudu milti', 'kviešu', 'rudzu', 'sviests saldkrējuma', 'saulespuķu eļļa', 'kefīrs', 'pārtikas sāls'];['las pilngraudu 40%, cukurs, ogas cukurotas- 12%\n\n. „sa pa\n\n{mellenes,\n{kviešu, rudzu}, sviests saldkrējuma, saulespuķu eļļa, kefīrs\n\nārt s. var.\n€gd wholegrain cookies with mixed berries. ī\ningredients: wholegrain oat flakes 40%, sugar, mixed berries 12% {candied blueberries,\n\nraspberries}, wholegrain flour {wheat, rye}, butter, sunflower oil buttermilk, salt. may\ncontain traces of: eggs, sesame seegds, nuts.\n\n«gb taisterakūpsised mustikate ja vaarikatega. | |\nkoostisosad!: taistera kaerahelbed 40%, suhkur, marjasukaad 12% {mustikad, vaarikad},\ntaisterajahu {nisu, rukis}, vēi, pāevalilleāli, keefir, sool. vēivad sisaldada maapāhkliēli,\nteised pāhklid, muna, seesamiseemneid.\n\n«ep pilno grūdo sausainiai su melynemis ir vie tenms. kintu ueou 12%\ni lys: pilno grūdo avižiniai dribsniai 40%, cukrus, cukrintu uogu 12%\n\npārtikas\n\nm pī ,\n\n9"\n}\n\nalieius kefvras druska. gali būti žemes ir kitu ri«\n\nkiaus sez o\n\n'];2;2;['sviests saldkrējuma', 'kefīrs '];['sviests', 'kefīrs'];2;0;0;['sviests', 'kefīrs'];[];[]
n78;16;16;152;['auzu pārslas pilngraudu', 'šokolāde', 'kakao masa', 'cukurs', 'kakao sviests', 'emulgators', 'sojas lecitīns', 'cukurs', 'lazdu rieksti', 'pilngraudu milti', 'kviešu', 'rudzu', 'sviests saldkrējuma', 'saulespuķu eļļa', 'kefīrs', 'pārtikas sāls'];["—\n„d\n\na\n-\n5\n\nio 200g\n\nmi ar s okolādi, lazdu riekstiem.\npārslas pilngraudu 28%, šokolāde 20% {kakao masa, cukurs,\nsmu igator: 's: sojas lecitīns}, cukurs, lazdu rieksti 11%, pilngraudu milti\n{kviešu, das sviests saldkrējuma, saulespuķu eļļa, kefīrs, pārtikas sāls. var.\n\ngd wholegrain cookies with chocolate, hazelnuts.\ningredients: wholegrain oat flakes 28%, chocolate 20%\nemulsifier: soya lecithin}, sugar, hazelnuts 11%, wholegrain flour {wheat, rye}, butter, sunflower\noil, buttermilk, salt. may contain traces of: eggs, sesame seeds, peanuts and other nuts.\n«d taisterakūupsised šokolaadi ja sarapuupāhklitega.\n\nkoostisosad!: taistera kaerahelbed 28%, šokolaad 20% šokolaad {kakaomass, suhkur, kakaovēi,\nemulgaator: sojaletsitiin}, suhkur, sarapuupāhklid 11%, taisterajahu {nisu, rukis}, vēi pāevalilleēli\nkeefir, sool. voivad sisaldada maapānhkliāēli, teised pāhklid, muna, seesamiseemneid.\n\n«eb pilno grūdo sausainiai su šokoladu, lazdyno riešutais. i\n\nsudedamosios dalys: pilno grūdo avižiniai dribsniai 28%, šokoladas 20% {kakavos\nmasē, cukrus, kakavos sviestas, soju ilecitinas}, cukrus, viso grūdo miltai ktatimtai\nruginiai}, lazdyno riešutai 11%, grietineēles sviestas, saulēgražu aliejus\n\ncali kas mas ir litu riatčītiu kiatučiniu cez7zama cg\n\n{cocoa mass, sugar, cocoa butter,\n\nkefyras\n\n"];2;2;['sviests saldkrējuma', 'kefīrs '];['sviests', 'kefīrs'];2;0;0;['sviests', 'kefīrs'];[];[]
n79;31;31;178;['kviešu milti', 'cukurs', 'margarīns', 'augu tauki', 'palmu', 'un eļļa', 'rapšu', 'ūdens', 'emulgatori', 'taukskābju mono', 'un diglicerīdi', 'lecitīns', 'rapšu', 'sāls', 'glikozes', 'fruktozes sīrups', 'kaltētas dzērveņu sēklas', 'kaltētas smalcinātas dzērvenes', 'dzērvenes', 'cukurs', 'saulespuķu eļļa', 'saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris', 'irdinātāji', 'nātrija hidrokarbonāts', 'amonija hidrokarbonāts', 'sāls', 'aromatizētāji', 'emulgators', 'sojas lecitīni'];[": kviešu milti, cukurs, margarīns {augu tauki {palmu\nun eļļa {rapšu}. ūdens, es taukskābju mono- un diglicerīdi. lecitīns {rapšu}, ee m rozes du j\ntas dzērveņu sēki 4. kaltētas smalcinātas dzērvenes 1,5 % {dzērvenes 60 %, cukurs, saulespuķu elle}\nsaldināts iebiezināts piens, sūkalu pulveris, olu pulveris, irdinātāji: nakiļā hidrokarbonāts, amonija hidrokarbonāts,\n| romrermat a var. uz etiķetes attēlotie produ\n\neuehbe «petergailis dzērvene». cocras: nuekvmuhaa myka, caxap, maprapmh {pacmmtesbhble vģbi\n{nan6mob0e maccno} m pactmtejibhoe macjio {pancosoe}. e2018, 3myynbratopbi. moho- m amemuepm bi mi kvcjiot,\n\nmeumtmh {pancosbiii}. nobapehkaa conb}. fiioko3ho-bpyktoshm capon, cywehble cemeha kahokbbi\nknrokkba 60%, caxap, nonconhenhoe macj0}, monoko ctyujehhoee c caxapom, celbopotka cyxaa\n\n{m3 monoka}, amuhbiā nopoluok, pazpelumteni\n\nawd +0\n\nnau ove pat? u0npa+xa7044—09 2.4\n\nļ '0du| ēt lazdu riekstus, mandeles, zemesriekstus un to\ni var nebūt šīs preces sastāvdaļas. uzglabāšanas nosacījumi: uzglabāt sausā\n\n4, cywuekas\n\niapokapookat hatpma, pmapokapoohat ammokma, nobapekkaa cb,\nt dvr mar ranb-aņaku 4 130808 r\nnrarmanona veanuaru 6 eva. merro rr\n\na v ano ta a\ni x kd ka\n\n144 + 1d viaddmis ii | , d\nata 44246001404 t2441 na44\nu m 134\n\nizgatavošanas datums:\nrata m3fotobjiehma: 1 uz\n\nnn\n5\nng\nn\ngī\n\nizlietot līdz:\nroreh a0:\n\n"];3;4;['saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris'];['sūkalu pulveris', 'olu', 'piens', 'gī'];3;0;1;['sūkalu pulveris', 'olu', 'piens'];[];['gī']
n80;22;22;0;['kviešu milti', 'cukurs', 'kakao masa', 'palmu tauki', 'glikozes sīrups', 'olas', 'vājpiena pulveris', 'kakao sviests', 'irdinātāji', 'e450', 'e500', 'sviesta eļļa', 'glikozes', 'fruktozes sīrups', 'kviešu ciete', 'emulgators e322', 'saulespuķu', 'sāls', 'karamelizēta cukura sīrups', 'pilnpiena pulveris', 'aromatizētājs', 'olu baltuma pulveris'];['\n'];4;0;['olas', 'vājpiena pulveris', 'pilnpiena pulveris', 'olu baltuma pulveris'];[];0;4;0;[];['olas', 'vājpiena pulveris', 'pilnpiena pulveris', 'olu baltuma pulveris'];[]
n81;8;8;93;['kviešu milti', 'sausais vājpiens', 'cukurs', 'olu pulveris', 'šķīstošais raugs', 'raugs', 'emulgators e491', 'sāls'];[' / coctab / ingredients:\n\nkviešu milti, sausais vājpiens, cukurs, olu pulveris, šķīstošais raugs {raugs, emulgators e491}, sāls.\n\nue4vuhas myka, c/x0e 0663_kmpehhoe monoko, caxap, amuhdim nopoluok, pactbopmmbie hipokkm {hpokku,\n3myibratop e491}, conīb.\n\nwheat flour, dry skimmed milk, sugar, egg powder, soluble yeast {yeast, emulsifier e491}, salt.\n\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pucyhkke npenctabneh npmmephbili cn0co6 npmrotobjiehma m cepbmpobkm npoaņkta.\nthe image displays the preparation and serving option of the product.\n\npe n\n\nražotājs / {lpom3bonmtejib / producer: ieteicams līdz:\nas „dobeles dzirnavnieks” is ā\nspodrības iela 4, dobele, best before:\ndobeles nov., lv-3701, latvija\ntālr.: +371 63723289,\nwww.dzirnavnieks.lv\n\n\n'];2;2;['sausais vājpiens', 'olu pulveris'];['sausais vājpiens', 'olu pulveris'];2;0;0;['sausais vājpiens', 'olu pulveris'];[];[]
n82;22;22;156;['kviešu milti', 'maisījums rauga mīklai', 'salds sūkalu', 'piens', 'pulveris', 'piena cukurs', 'kviešu milti', 'kviešu lipeklis', 'sāls', 'cukurs', 'fruktoze', 'emulgatori', 'e472e', 'e471', 'fermenti', 'kviešu', 'miltu apstrādes līdzeklis', 'askorbīnskābe', 'cukurs', 'šķīstošais raugs', 'raugs', 'emulgators e491'];[' / coctab / ingredients:\n\nkviešu milti, maisījums rauga mīklai {salds sūkalu {piens} pulveris, piena cukurs, kviešu milti, kviešu lipeklis, sāls, cukurs, fruktoze,\nemulgatori: £472e, e471, fermenti {kviešu}, miltu apstrādes līdzeklis: askorbīnskābe}, cukurs, šķīstošais raugs {raugs, emulgators e491},\nnuwen4munas myka, cmec» ana aporkeboro tecta {cnankar cyxaa cblbopotka {monouuhaa}, mono4hbim caxap, nwiehmuhaa mykaa,\nnwekhmuhar kiemkobmha, conb, caxap, {pykto3za, 3mynbratopbi: £472e, e471, ģķepmehtbi {mwuehmupbl}, cpe/ictbo {ua 06pagotkm mykm:\nackopomhobaa kmcnota}, caxap, pactbopmmbie aporkm {hporkm, 3myibratop e491}.\n\nwheat flour, yeast dough mix {sweet whey {milk} powder, milk sugar, wheat flour, wheat gluten, salt, sugar, fructose, emulsifiers: £472e,\ne471, enzymes {wheat}, flour treatment agent: ascorbic acid}, sugar, instant yeast {yeast, emulsifier e491}.\n\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pucy/ke npencrasnem4 npmmephbii cnoco6 npmrotobjiehma m cepbmpobkm npo/iņykta.\nthe image displays the preparation and serving option of the product.\n\nvar.\nbo03moxkho conepmkahme uactmu amuhoto nopoluka.\nmay contain traces of egg powder.\n\nieteicams līdz:\n\nražotājs / {lpom3bonmtenb / producer:\nas „dobeles dzirnavnieks”\nspodrības iela 4, dobele,\ndobeles nov.. lv-\n\n'];3;2;['salds sūkalu', 'piens', 'piena cukurs'];['sūkalu', 'piena'];2;1;0;['sūkalu', 'piena'];['piens'];[]
